Index,Resource Center Name,Address,Borough,Description,Lat,Long,Website,Category,Sub-category Short Description,Sub-category,Location Specific,Test Prep,After School Program,Crime,Economic Help
64,Kaplan,"33-16 79th Street , Jackson Heights , NY 11372",Queens,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7543703,-73.8885343,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
65,Kaplan,"221 E. 71st St. , New York , NY 10021",Manhattan,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7687397,-73.9597803,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
66,Kaplan,"131 West 56th Street , New York , NY 10019",Manhattan,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7644769,-73.9791131,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
67,Kaplan,"106-06 Queens Boulevard , Forest Hills , NY 11375",Queens,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7216517,-73.8474916,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
68,Kaplan,"Grace Church School 46 Cooper Square , New York , NY 10003",Manhattan,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7287054,-73.9913963,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
69,Kaplan,"441 East Fordham Road , Bronx , NY 10458",Bronx,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.8612275,-73.8892354,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
70,Kaplan,"65-30 Kissena Blvd , Flushing , NY 11367",Queens,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7381681,-73.8195239,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
71,Kaplan,"One Pace Plaza , New York , NY 10038",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7109684,-74.0047403,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
72,Kaplan,"221-17 Northern Boulevard , Bayside , NY 11361",Queens,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.7620014,-73.7599208,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
73,Kaplan,"180 Remsen Street , Brooklyn , NY 11201",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6932301,-73.9921652,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
74,Kaplan,"1 University Plaza , Brooklyn , NY 11201",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6903991,-73.9811331,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
75,Kaplan,"107-01 Crossbay Boulevard , Ozone Park , NY 11417",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6788105,-73.843817,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
76,Kaplan,"98 5th Ave. , Brooklyn , NY 11217",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6799756,-73.9782522,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
77,Kaplan,"8502 Ridge Boulevard , Brooklyn , NY 11209",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6247563,-74.0339332,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
78,Kaplan,"6921 4th Ave , Brooklyn , NY 11209",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6340646,-74.0235573,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
79,Kaplan,"485 Kings Highway , Brooklyn , NY 11223",Brooklyn,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.604498,-73.971525,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
80,Kaplan,"1 Campus Road , Staten Island , NY 10301",Staten Island,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6145939,-74.090871,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
81,Kaplan,"2800 Victory Blvd , Staten Island , NY 10314",Staten Island,"Kaplan Test Prep offers preparation for more than 90 standardized tests, including entrance exams for secondary school, college and graduate school, as well as the SHSAT. Check out their SHSAT prep courses and tutoring, and free upcoming practice tests.",40.6080198,-74.1573397,https://www.kaptest.com/k8-prep/shsat,Test Prep u0026 Tutoring,Preparation of Standarized Entrance Tests,,,1,0,0,0
